rank,waku,umaban,horse_name,horse_id,sex_age,kinryo,jockey,jockey_id,time,diff,passing,last_3f,odds,popularity,horse_weight,trainer,trainer_id,race_id,date,place,surface,distance,track_condition
7,8,17,スズノアムール,2021104499,牝3,53.0,藤田菜七,1164,2:03.3,ハナ,6-6-5-6,36.5,88.6,11.0,444(0),[東]深山雅史,1174,202406010206,2024-01-07,中山,芝,2000.0,良
8,5,9,コスモハーディング,2021106786,牡3,57.0,柴田大知,1009,2:03.7,2,15-15-13-11,36.1,93.8,12.0,406(0),[東]和田勇介,1165,202406010206,2024-01-07,中山,芝,2000.0,良
9,4,8,オーサムピクチャ,2021104148,牝3,55.0,内田博幸,422,2:03.7,クビ,13-12-13-14,36.2,150.8,13.0,410(0),[東]古賀慎明,1079,202406010206,2024-01-07,中山,芝,2000.0,良
10,8,16,ルージュアイトーン,2021105545,牝3,55.0,北村宏司,1043,2:03.9,1.1/4,14-14-15-14,36.1,68.2,10.0,436(0),[東]宮田敬介,1175,202406010206,2024-01-07,中山,芝,2000.0,良
11,1,2,エコロアース,2021101404,牡3,57.0,斎藤新,1178,2:04.0,3/4,2-2-3-4,37.6,30.9,7.0,464(0),[東]斎藤誠,1086,202406010206,2024-01-07,中山,芝,2000.0,良
12,3,6,サルヴェージワーク,2021110090,牡3,57.0,横山武史,1170,2:04.1,1/2,6-6-5-6,37.4,15.7,6.0,514(0),[東]田村康仁,1027,202406010206,2024-01-07,中山,芝,2000.0,良
13,6,12,ノリサンブラック,2021101734,牡3,57.0,横山和生,1140,2:04.5,2.1/2,16-16-16-14,36.5,42.8,8.0,440(0),[東]上原佑紀,1192,202406010206,2024-01-07,中山,芝,2000.0,良
14,7,13,リアルセンター,2021103518,牝3,55.0,木幡巧也,1162,2:04.6,クビ,9-9-9-9,37.6,151.2,14.0,492(0),[東]牧光二,1106,202406010206,2024-01-07,中山,芝,2000.0,良
15,6,11,サツキイルージョン,2021104623,牝3,53.0,小林凌大,1177,2:04.7,3/4,11-11-11-11,37.4,411.2,17.0,434(0),[東]土田稔,417,202406010206,2024-01-07,中山,芝,2000.0,良
16,4,7,イングリッドローズ,2021104746,牝3,55.0,杉原誠人,1135,2:06.2,9,3-3-5-11,39.5,154.1,15.0,402(0),[東]加藤士津,1169,202406010206,2024-01-07,中山,芝,2000.0,良
17,3,5,グランコネクシオン,2021105123,牝3,55.0,西村淳也,1171,2:07.1,5,17-17-17-17,38.3,53.6,9.0,420(0),[東]畠山吉宏,1048,202406010206,2024-01-07,中山,芝,2000.0,良
1,6,9,アラレタバシル,2021107192,牡3,57.0,野中悠太,1158,1:54.8,,11-11-12-9,38.5,6.9,5.0,446(+4),[東]根本康広,1029,202406010207,2024-01-07,中山,ダート,1800.0,良
2,5,6,ネオシルバー,2021106063,牡3,57.0,田辺裕信,1075,1:55.0,1.1/2,9-9-6-6,39.3,6.9,4.0,500(0),[東]小西一男,405,202406010207,2024-01-07,中山,ダート,1800.0,良
3,1,1,ピュアキアン,2021107001,牡3,57.0,吉田豊,733,1:55.1,3/4,1-1-1-1,40.2,19.7,7.0,514(+6),[東]竹内正洋,1152,202406010207,2024-01-07,中山,ダート,1800.0,良
4,7,10,ロードブレイズ,2021100162,牡3,57.0,三浦皇成,1122,1:55.3,3/4,13-13-10-7,39.2,5.2,3.0,488(+4),[東]稲垣幸雄,1167,202406010207,2024-01-07,中山,ダート,1800.0,良
5,5,7,モンサンアクシア,2021101446,牡3,57.0,木幡巧也,1162,1:55.6,1.3/4,2-2-2-2,40.6,3.5,1.0,482(0),[東]牧光二,1106,202406010207,2024-01-07,中山,ダート,1800.0,良
6,2,2,バナマンテソーロ,2021102281,牡3,56.0,原優介,1184,1:55.7,1/2,3-3-3-3,40.5,43.6,11.0,498(0),[東]加藤士津,1169,202406010207,2024-01-07,中山,ダート,1800.0,良
7,6,8,ブレードサクセス,2021103376,牡3,57.0,丹内祐次,1091,1:56.0,2,7-7-5-5,40.6,56.8,12.0,492(+8),[東]岩戸孝樹,1051,202406010207,2024-01-07,中山,ダート,1800.0,良
8,3,3,ダイヤモンドナイツ,2021107238,牡3,57.0,菅原明良,1179,1:56.0,ハナ,11-11-12-12,39.6,28.7,9.0,462(-8),[東]田島俊明,1112,202406010207,2024-01-07,中山,ダート,1800.0,良
9,4,4,サンダーアラート,2021101671,牡3,57.0,内田博幸,422,1:56.0,アタマ,7-8-8-7,40.0,19.2,6.0,474(+2),[東]田中博康,1162,202406010207,2024-01-07,中山,ダート,1800.0,良
10,8,13,タイセイアディクト,2021106126,牡3,56.0,佐々木大,1197,1:56.2,3/4,9-9-10-10,40.1,39.4,10.0,486(+4),[東]池上昌和,1150,202406010207,2024-01-07,中山,ダート,1800.0,良
11,7,11,コスモジンバック,2021106797,牡3,57.0,石川裕紀,1150,1:57.4,7,6-6-6-10,41.7,59.4,13.0,472(+8),[東]相沢郁,1020,202406010207,2024-01-07,中山,ダート,1800.0,良
12,4,5,メッエフアパラ,2021106066,牡3,54.0,小林勝太,1205,1:58.1,4,3-3-3-3,42.9,24.5,8.0,460(-6),[東]辻哲英,1182,202406010207,2024-01-07,中山,ダート,1800.0,良
13,8,12,ボーイハンター,2021104987,牝3,55.0,ルメール,5339,2:00.6,大,5-5-8-13,44.6,4.2,2.0,456(-2),[東]西田雄一,1187,202406010207,2024-01-07,中山,ダート,1800.0,良
1,4,8,マンノステータス,2020105471,牡4,57.0,石川裕紀,1150,1:54.4,,3-3-2-2,38.3,3.6,1.0,524(+6),[東]小野次郎,1125,202406010208,2024-01-07,中山,ダート,1800.0,良
2,8,15,マウンテンエース,2020104452,牡4,56.0,佐々木大,1197,1:55.0,3.1/2,14-14-13-12,37.7,12.9,6.0,502(+2),[東]中野栄治,1010,202406010208,2024-01-07,中山,ダート,1800.0,良
3,1,1,トーセンクライスト,2019104467,牡5,58.0,丸田恭介,1117,1:55.1,クビ,11-11-10-8,38.2,8.5,4.0,524(0),[東]宗像義忠,420,202406010208,2024-01-07,中山,ダート,1800.0,良
4,5,10,ラフシー,2019101896,牡5,58.0,ピーヒュ,5661,1:55.2,1/2,5-5-5-4,38.8,56.4,12.0,542(+10),[東]大竹正博,1102,202406010208,2024-01-07,中山,ダート,1800.0,良
5,2,3,カムランベイ,2020101803,牡4,57.0,石橋脩,1077,1:55.4,1.1/2,15-15-15-14,37.8,11.5,5.0,514(+10),[東]岩戸孝樹,1051,202406010208,2024-01-07,中山,ダート,1800.0,良
6,8,16,キープブライトン,2020101008,牡4,57.0,田辺裕信,1075,1:55.6,1.1/4,13-13-13-12,38.3,21.0,7.0,460(+2),[東]栗田徹,1127,202406010208,2024-01-07,中山,ダート,1800.0,良
7,3,5,フリッパー,2020100078,牡4,57.0,ルメール,5339,1:55.7,クビ,5-5-5-4,39.2,4.5,3.0,506(+10),[東]戸田博文,1054,202406010208,2024-01-07,中山,ダート,1800.0,良
8,6,11,ジャクソン,2020104354,牡4,57.0,木幡初也,1153,1:55.7,クビ,8-7-5-4,39.2,21.9,8.0,502(+6),[東]武市康男,1089,202406010208,2024-01-07,中山,ダート,1800.0,良
9,5,9,トゥルース,2020104479,牡4,57.0,斎藤新,1178,1:55.9,1.1/2,5-7-8-8,39.1,57.6,13.0,500(+2),[東]斎藤誠,1086,202406010208,2024-01-07,中山,ダート,1800.0,良
10,3,6,ベルウッドグラス,2020104945,牡4,57.0,木幡巧也,1162,1:56.4,2.1/2,3-3-4-7,40.1,4.3,2.0,484(+6),[東]牧光二,1106,202406010208,2024-01-07,中山,ダート,1800.0,良
11,7,14,ジョーカーブラウン,2019103488,牡5,58.0,原田和真,1143,1:56.7,1.3/4,11-11-12-10,39.5,91.8,14.0,530(+12),[東]松山将樹,1100,202406010208,2024-01-07,中山,ダート,1800.0,良
12,1,2,ジャックパール,2020101508,牡4,54.0,小林勝太,1205,1:57.3,3.1/2,1-1-1-1,41.2,26.0,9.0,462(+12),[東]鈴木慎太,1179,202406010208,2024-01-07,中山,ダート,1800.0,良
13,4,7,ルージュアマルフィ,2020110121,牝4,55.0,菅原明良,1179,1:57.9,3.1/2,8-7-8-11,41.1,50.8,11.0,480(0),[東]鹿戸雄一,1097,202406010208,2024-01-07,中山,ダート,1800.0,良
14,2,4,リゼレインボー,2019102676,牡5,58.0,大野拓弥,1096,1:58.6,4,2-2-2-2,42.5,162.4,15.0,488(-2),[東]松山将樹,1100,202406010208,2024-01-07,中山,ダート,1800.0,良
15,6,12,チャコワールド,2019102953,牡5,58.0,丸山元気,1127,1:59.0,2.1/2,16-16-16-16,41.0,641.7,16.0,446(-2),[東]根本康広,1029,202406010208,2024-01-07,中山,ダート,1800.0,良
16,7,13,ブレードキング,2020106385,牡4,57.0,西村淳也,1171,1:59.2,1.1/4,8-10-11-15,42.1,26.2,10.0,536(+6),[東]岩戸孝樹,1051,202406010208,2024-01-07,中山,ダート,1800.0,良
1,4,8,ダイバリオン,2019105383,牡5,58.0,ルメール,5339,2:00.0,,9-8-9-8,34.8,5.2,2.0,468(0),[東]池上昌和,1150,202406010209,2024-01-07,中山,芝,2000.0,良
2,3,6,ヤマニンエンディマ,2020105603,牡4,57.0,横山武史,1170,2:00.1,3/4,12-13-1-2,35.6,6.7,4.0,500(0),[東]辻哲英,1182,202406010209,2024-01-07,中山,芝,2000.0,良
3,4,7,エルディアブロ,2018104512,牡6,58.0,西村淳也,1171,2:00.3,1.1/4,6-6-6-5,35.4,28.2,9.0,450(0),[西]佐々木晶,429,202406010209,2024-01-07,中山,芝,2000.0,良
4,7,14,シテフローラル,2018105086,牡6,58.0,キング,5643,2:00.3,アタマ,14-15-14-13,34.6,16.2,7.0,462(+6),[東]堀宣行,1070,202406010209,2024-01-07,中山,芝,2000.0,良
5,2,4,セナリスト,2018105336,牝6,56.0,キングス,5660,2:00.4,クビ,12-11-13-11,34.9,61.9,11.0,466(+16),[東]金成貴史,1132,202406010209,2024-01-07,中山,芝,2000.0,良
6,5,10,ボーンイングランデ,2020106439,牡4,57.0,石川裕紀,1150,2:00.4,クビ,14-14-14-13,34.7,73.9,13.0,466(0),[西]吉田直弘,1101,202406010209,2024-01-07,中山,芝,2000.0,良
7,1,1,ソワドリヨン,2020102725,牝4,55.0,北村宏司,1043,2:00.4,アタマ,6-6-6-7,35.4,9.6,5.0,466(0),[東]古賀慎明,1079,202406010209,2024-01-07,中山,芝,2000.0,良
8,1,2,パトリックハンサム,2019103850,牡5,58.0,横山和生,1140,2:00.5,クビ,3-3-3-4,35.8,42.0,10.0,474(+8),[東]菊沢隆徳,1115,202406010209,2024-01-07,中山,芝,2000.0,良
9,8,16,マイネルニコラス,2019100768,牡5,58.0,柴田大知,1009,2:00.5,ハナ,3-3-3-2,35.8,14.3,6.0,520(+2),[東]高橋裕,412,202406010209,2024-01-07,中山,芝,2000.0,良
10,6,12,エイトキングゴッド,2020103865,牡4,57.0,原優介,1184,2:00.5,ハナ,5-5-6-8,35.5,105.4,14.0,480(+6),[東]青木孝文,1156,202406010209,2024-01-07,中山,芝,2000.0,良
11,3,5,グランドライン,2019100861,牡5,58.0,大野拓弥,1096,2:00.7,1.1/4,9-8-9-10,35.4,6.3,3.0,552(+2),[東]高木登,1088,202406010209,2024-01-07,中山,芝,2000.0,良
11,6,11,インナリオ,2018104925,牝6,56.0,杉原誠人,1135,2:00.7,同着,17-17-17-17,34.6,128.2,15.0,458(-24),[東]嘉藤貴行,1195,202406010209,2024-01-07,中山,芝,2000.0,良
13,8,17,ニシノファンフェア,2020100382,牡4,57.0,田辺裕信,1075,2:00.7,クビ,6-8-9-13,35.4,134.1,16.0,476(-2),[東]和田勇介,1165,202406010209,2024-01-07,中山,芝,2000.0,良
14,5,9,エトワールマタン,2018104711,牝6,56.0,菅原明良,1179,2:00.8,3/4,14-15-14-13,35.2,23.3,8.0,458(-4),[東]高柳瑞樹,1118,202406010209,2024-01-07,中山,芝,2000.0,良
15,8,15,コスモフロイデ,2019102937,牡5,58.0,ピーヒュ,5661,2:00.9,クビ,9-11-9-11,35.7,181.6,17.0,486(+14),[東]天間昭一,1090,202406010209,2024-01-07,中山,芝,2000.0,良
16,2,3,クレバーテースト,2019107025,セ5,58.0,坂井瑠星,1163,2:01.1,1.1/4,1-1-2-1,36.6,2.9,1.0,456(-2),[西]武幸四郎,1160,202406010209,2024-01-07,中山,芝,2000.0,良
17,7,13,マイネルビジョン,2020107036,牡4,57.0,丹内祐次,1091,2:01.3,1,2-2-3-5,36.5,63.9,12.0,466(-2),[東]高木登,1088,202406010209,2024-01-07,中山,芝,2000.0,良
1,7,14,ヴァルツァーシャル,2019102437,牡5,57.0,大野拓弥,1096,1:52.9,,11-10-7-6,37.4,5.9,4.0,504(+4),[東]高木登,1088,202406010210,2024-01-07,中山,ダート,1800.0,良
2,2,3,キタノリューオー,2018104462,牡6,58.0,原優介,1184,1:53.1,1.1/4,15-15-15-15,36.7,13.2,6.0,476(+4),[東]萱野浩二,1024,202406010210,2024-01-07,中山,ダート,1800.0,良
3,4,7,アルーブルト,2018100763,牡6,57.0,田辺裕信,1075,1:53.2,1/2,15-15-14-13,37.0,77.2,12.0,498(+16),[西]畑端省吾,1188,202406010210,2024-01-07,中山,ダート,1800.0,良
4,4,8,キングストンボーイ,2018102657,セ6,57.0,キングス,5660,1:53.2,クビ,9-10-11-9,37.5,50.8,11.0,502(+10),[東]鹿戸雄一,1097,202406010210,2024-01-07,中山,ダート,1800.0,良
5,7,13,テーオードレフォン,2019101324,牡5,57.0,三浦皇成,1122,1:53.3,1/2,2-2-2-2,38.3,22.5,10.0,498(+6),[西]梅田智之,1084,202406010210,2024-01-07,中山,ダート,1800.0,良
6,5,10,ペイシャエス,2019104245,牡5,60.0,菅原明良,1179,1:53.4,アタマ,5-5-4-6,38.1,12.7,5.0,498(+8),[東]小西一男,405,202406010210,2024-01-07,中山,ダート,1800.0,良
7,6,11,ウェルカムニュース,2019105537,牡5,58.0,北村友一,1102,1:53.4,ハナ,3-4-2-3,38.3,5.7,3.0,510(+8),[西]池江泰寿,1071,202406010210,2024-01-07,中山,ダート,1800.0,良
8,5,9,ナチュラルハイ,2020105939,牡4,56.0,坂井瑠星,1163,1:53.5,3/4,6-5-4-3,38.3,14.9,7.0,480(+6),[東]黒岩陽一,1133,202406010210,2024-01-07,中山,ダート,1800.0,良
9,3,6,エナハツホ,2019100094,牝5,55.0,石川裕紀,1150,1:53.6,クビ,6-8-7-9,38.2,83.4,13.0,454(0),[西]吉田直弘,1101,202406010210,2024-01-07,中山,ダート,1800.0,良
10,1,1,ブラックアーメット,2018104059,牡6,58.0,泉谷楓真,1182,1:53.8,1.1/2,6-5-7-6,38.4,16.2,8.0,510(+4),[西]角田晃一,1121,202406010210,2024-01-07,中山,ダート,1800.0,良
11,1,2,フォルコメン,2016104926,セ8,58.0,キング,5643,1:54.0,1,9-8-7-9,38.5,202.9,15.0,516(+2),[東]堀宣行,1070,202406010210,2024-01-07,中山,ダート,1800.0,良
12,3,5,アナンシエーション,2018110064,セ6,57.0,ルメール,5339,1:54.0,クビ,11-13-11-12,38.3,4.3,2.0,508(0),[東]手塚貴久,1038,202406010210,2024-01-07,中山,ダート,1800.0,良
13,6,12,パワーブローキング,2019101908,牡5,57.0,ピーヒュ,5661,1:54.4,2,14-14-13-13,38.5,98.9,14.0,524(-6),[東]栗田徹,1127,202406010210,2024-01-07,中山,ダート,1800.0,良
14,8,15,ベストリーガード,2019103393,牡5,57.0,木幡巧也,1162,1:55.1,4,1-1-1-1,40.2,4.3,1.0,484(+2),[東]牧光二,1106,202406010210,2024-01-07,中山,ダート,1800.0,良
15,2,4,ノースザワールド,2018100420,牡6,57.0,横山和生,1140,1:55.7,3.1/2,3-3-4-5,40.5,17.6,9.0,474(+4),[西]大久保龍,1058,202406010210,2024-01-07,中山,ダート,1800.0,良
16,8,16,アルドーレ,2015103217,牡9,59.0,吉田豊,733,2:08.6,大,11-10-15-16,52.1,249.8,16.0,508(+20),[東]戸田博文,1054,202406010210,2024-01-07,中山,ダート,1800.0,良
1,8,13,イフェイオン,2021104955,牝3,55.0,西村淳也,1171,1:34.0,,4-4-4,34.8,12.6,5.0,480(-4),[西]杉山佳明,1178,202406010211,2024-01-07,中山,芝,1600.0,良
2,3,3,マスクオールウィン,2021105122,牝3,55.0,津村明秀,1092,1:34.0,クビ,13-13-11,33.9,14.0,6.0,492(+6),[東]牧光二,1106,202406010211,2024-01-07,中山,芝,1600.0,良
3,1,1,ラヴスコール,2021105473,牝3,55.0,横山武史,1170,1:34.1,クビ,8-7-7,34.7,10.6,4.0,422(+2),[東]加藤征弘,1059,202406010211,2024-01-07,中山,芝,1600.0,良
4,4,6,スティールブルー,2021105888,牝3,55.0,ルメール,5339,1:34.1,クビ,8-12-11,34.3,2.4,1.0,430(-2),[東]宗像義忠,420,202406010211,2024-01-07,中山,芝,1600.0,良
5,8,14,ニシノティアモ,2021100244,牝3,55.0,田辺裕信,1075,1:34.3,1.1/4,11-10-7,34.6,43.3,10.0,434(+2),[東]上原佑紀,1192,202406010211,2024-01-07,中山,芝,1600.0,良
6,6,9,キャットファイト,2021101685,牝3,55.0,坂井瑠星,1163,1:34.3,アタマ,1-2-2,35.3,3.7,2.0,446(+4),[東]上原博之,423,202406010211,2024-01-07,中山,芝,1600.0,良
7,7,11,テリオスサラ,2021104189,牝3,55.0,石橋脩,1077,1:34.4,クビ,14-14-13,34.1,6.6,3.0,474(0),[東]高柳瑞樹,1118,202406010211,2024-01-07,中山,芝,1600.0,良
8,4,5,ティンク,2021104994,牝3,55.0,佐々木大,1197,1:34.4,クビ,4-4-4,35.1,50.3,11.0,488(-4),[東]久保田貴,1067,202406010211,2024-01-07,中山,芝,1600.0,良
9,6,10,キャプテンネキ,2021101523,牝3,55.0,ピーヒュ,5661,1:34.4,クビ,2-3-2,35.3,52.9,12.0,530(+2),[西]杉山晴紀,1157,202406010211,2024-01-07,中山,芝,1600.0,良
10,3,4,メイショウヨゾラ,2021101580,牝3,55.0,三浦皇成,1122,1:34.4,アタマ,4-4-4,35.2,20.4,7.0,468(-12),[東]高柳瑞樹,1118,202406010211,2024-01-07,中山,芝,1600.0,良
11,5,8,カレンナオトメ,2021103325,牝3,55.0,菅原明良,1179,1:34.6,3/4,11-10-9,34.9,99.8,13.0,418(+6),[東]小野次郎,1125,202406010211,2024-01-07,中山,芝,1600.0,良
12,7,12,ジークルーネ,2021105901,牝3,55.0,キングス,5660,1:35.4,5,2-1-1,36.5,39.1,8.0,454(+2),[東]栗田徹,1127,202406010211,2024-01-07,中山,芝,1600.0,良
13,2,2,エリカリーシャン,2021105478,牝3,55.0,横山和生,1140,1:35.5,1/2,8-8-9,35.9,42.4,9.0,476(+6),[東]国枝栄,399,202406010211,2024-01-07,中山,芝,1600.0,良
14,5,7,メジャーデビュー,2021100446,牝3,55.0,丹内祐次,1091,1:35.9,2.1/2,7-8-13,36.3,220.1,14.0,424(-10),[東]鈴木慎太,1179,202406010211,2024-01-07,中山,芝,1600.0,良
1,7,13,フラップシグナス,2019104660,牡5,58.0,ルメール,5339,1:11.2,,5-5,36.5,1.8,1.0,486(-10),[西]千田輝彦,1120,202406010212,2024-01-07,中山,ダート,1200.0,良
2,8,16,パルデンス,2018104775,牡6,57.0,佐々木大,1197,1:11.3,クビ,6-7,36.3,23.9,8.0,502(+12),[東]中野栄治,1010,202406010212,2024-01-07,中山,ダート,1200.0,良
3,4,8,エイシンケプラー,2020106249,牡4,58.0,津村明秀,1092,1:11.7,2.1/2,2-2,37.4,8.7,3.0,492(+4),[東]田中剛,1119,202406010212,2024-01-07,中山,ダート,1200.0,良
4,3,6,ドンレパルス,2019100553,牡5,58.0,菅原明良,1179,1:11.8,クビ,6-5,36.9,32.3,11.0,518(+6),[東]高木登,1088,202406010212,2024-01-07,中山,ダート,1200.0,良
5,4,7,アポロプラネット,2019101264,牡5,55.0,小林勝太,1205,1:11.8,クビ,8-8,36.6,53.9,12.0,498(-6),[東]伊藤圭三,1023,202406010212,2024-01-07,中山,ダート,1200.0,良
6,7,14,キングクー,2019102321,牡5,56.0,藤田菜七,1164,1:11.9,クビ,3-3,37.4,30.7,10.0,522(-6),[東]根本康広,1029,202406010212,2024-01-07,中山,ダート,1200.0,良
7,3,5,バルミュゼット,2019106701,牡5,58.0,木幡巧也,1162,1:12.2,2,8-8,37.0,12.0,5.0,528(+4),[東]岩戸孝樹,1051,202406010212,2024-01-07,中山,ダート,1200.0,良
8,6,11,ダークンストーミー,2020100656,牡4,58.0,田辺裕信,1075,1:12.3,1/2,11-11,36.9,22.0,7.0,444(-2),[東]小笠倫弘,1076,202406010212,2024-01-07,中山,ダート,1200.0,良
9,2,4,トモジャミ,2020105246,牝4,56.0,横山武史,1170,1:12.4,1/2,11-10,37.0,6.6,2.0,504(-4),[東]鈴木伸尋,1026,202406010212,2024-01-07,中山,ダート,1200.0,良
10,5,9,ビップアクア,2019101448,牝5,56.0,北村友一,1102,1:12.7,1.1/2,14-13,36.9,235.5,15.0,454(+2),[東]田島俊明,1112,202406010212,2024-01-07,中山,ダート,1200.0,良
11,2,3,ヴァンヌ,2018102899,牡6,58.0,武藤雅,1169,1:12.9,1.1/4,4-3,38.3,158.6,14.0,532(+16),[東]武藤善則,1064,202406010212,2024-01-07,中山,ダート,1200.0,良
12,6,12,ナイトアクアリウム,2020103005,牡4,58.0,石橋脩,1077,1:13.2,2,16-16,36.5,11.6,4.0,480(-6),[西]杉山佳明,1178,202406010212,2024-01-07,中山,ダート,1200.0,良
13,8,15,スカイナイル,2018110017,牝6,56.0,西村淳也,1171,1:13.5,2,13-13,38.0,29.4,9.0,492(-8),[西]牧浦充徳,1113,202406010212,2024-01-07,中山,ダート,1200.0,良
14,1,2,ブルーダイヤカフェ,2017104560,牡7,58.0,大野拓弥,1096,1:14.1,3.1/2,14-13,38.3,17.4,6.0,536(0),[東]和田勇介,1165,202406010212,2024-01-07,中山,ダート,1200.0,良
15,5,10,ユキノグローリー,2017104000,牡7,58.0,嶋田純次,1134,1:15.3,7,8-11,40.1,303.1,16.0,506(+14),[東]石毛善彦,428,202406010212,2024-01-07,中山,ダート,1200.0,良
16,1,1,ミキノバスドラム,2018105873,牡6,57.0,原優介,1184,1:15.4,1/2,1-1,41.2,127.4,13.0,528(+14),[東]南田美知,437,202406010212,2024-01-07,中山,ダート,1200.0,良
1,5,9,カツラノキサノキ,2021101461,牡3,57.0,川田将雅,1088,1:55.3,,1-2-2-2,40.0,6.4,4.0,484(-4),[西]庄野靖志,1087,202408010201,2024-01-07,京都,ダート,1800.0,良
2,4,8,ベラジオラオウ,2021105021,牡3,57.0,岩田望来,1174,1:55.3,クビ,2-1-1-1,40.1,2.9,1.0,478(+4),[西]上村洋行,1168,202408010201,2024-01-07,京都,ダート,1800.0,良
3,4,7,サンティヨン,2021100421,牡3,55.0,田口貫太,1208,1:56.0,4,9-9-9-8,39.5,125.0,11.0,440(0),[西]大根田裕,1032,202408010201,2024-01-07,京都,ダート,1800.0,良
3,8,15,レグロスヴァーグ,2021106628,牡3,57.0,ルメート,5659,1:56.0,同着,12-11-11-12,39.3,111.9,10.0,506(-2),[西]鈴木孝志,1111,202408010201,2024-01-07,京都,ダート,1800.0,良
5,1,2,ケイアイアンタレス,2021106565,牡3,57.0,藤懸貴志,1138,1:56.0,ハナ,11-11-13-8,39.0,335.7,13.0,460(0),[西]平田修,1082,202408010201,2024-01-07,京都,ダート,1800.0,良
6,7,14,ケロシンドリームズ,2021100238,牡3,57.0,幸英明,732,1:56.4,2.1/2,3-3-3-3,40.9,4.8,3.0,516(-2),[西]新谷功一,1172,202408010201,2024-01-07,京都,ダート,1800.0,良
7,8,16,タイセイマーシャル,2021107056,牡3,57.0,松若風馬,1154,1:56.5,1/2,10-9-9-8,40.1,12.1,6.0,480(-6),[西]杉山晴紀,1157,202408010201,2024-01-07,京都,ダート,1800.0,良
8,7,13,メイショウモモタ,2021102568,牡3,57.0,藤岡佑介,1093,1:56.6,クビ,16-16-15-14,39.5,92.0,9.0,468(+4),[西]高橋義忠,1129,202408010201,2024-01-07,京都,ダート,1800.0,良
9,2,3,マテンロウタイム,2021106988,牡3,57.0,横山典弘,660,1:56.9,2,6-5-7-7,40.8,16.1,7.0,470(-2),[西]昆貢,1044,202408010201,2024-01-07,京都,ダート,1800.0,良
10,5,10,ジョーインテビット,2021100767,牡3,54.0,永島まな,1187,1:57.0,1/2,5-5-4-4,41.4,44.9,8.0,550(+4),[西]中竹和也,1039,202408010201,2024-01-07,京都,ダート,1800.0,良
11,3,6,ドレフォンエンゼル,2021103731,牝3,55.0,国分恭介,1124,1:57.4,2.1/2,15-15-13-15,40.2,210.8,12.0,468(-2),[西]牧田和弥,1123,202408010201,2024-01-07,京都,ダート,1800.0,良
12,3,5,ジャスパーサン,2021107366,牡3,56.0,松本大輝,1191,1:57.5,クビ,14-14-11-13,40.9,412.0,15.0,482(-2),[西]森秀行,427,202408010201,2024-01-07,京都,ダート,1800.0,良
13,2,4,タイセイガスト,2021102304,牡3,54.0,西塚洸二,1200,1:57.7,1.1/2,6-7-7-8,41.5,408.3,14.0,488(-6),[西]浜田多実,1138,202408010201,2024-01-07,京都,ダート,1800.0,良
14,1,1,スマートレザルト,2021102722,牡3,57.0,和田竜二,1018,1:57.9,3/4,4-3-4-5,42.3,10.0,5.0,460(0),[西]吉田直弘,1101,202408010201,2024-01-07,京都,ダート,1800.0,良
15,6,12,ミナデオロ,2021104854,牡3,57.0,松山弘平,1126,1:57.9,ハナ,6-7-6-6,42.0,4.1,2.0,504(-4),[西]藤原英昭,1055,202408010201,2024-01-07,京都,ダート,1800.0,良
16,6,11,クリノガリバー,2021102045,牡3,53.0,河原田菜,1204,1:57.9,ハナ,12-13-15-15,40.7,460.1,16.0,504(0),[西]渡辺薫彦,1155,202408010201,2024-01-07,京都,ダート,1800.0,良
